Column1;Unnamed: 0;Text;Sentiment;Timestamp;User;Platform;Hashtags;Retweets;Likes;Country;Year;Month;Day;Hour
418;422;Imbued with gratitude for the simple pleasure of a warm cup of tea. ; Gratitude    ;15/02/2023 8:30; TeaEnthusiast  ; Twitter  ; #Gratitude #WarmTea                    ;180;350; Japan           ;2023;2;15;8
419;423;Marveling at the kaleidoscope of colors in a vibrant street market. ; Marvel       ;22/08/2015 15:00; MarketExplorer ; Instagram ; #Marvel #ColorfulStreetMarket          ;220;450; Brazil          ;2015;8;22;15
420;424;Awash with serenity as the sun sets over a tranquil lakeside retreat. ; Serenity   ;20/11/2020 18:45; LakesideRetreater ; Facebook ; #Serenity #TranquilSunset              ;280;550; Germany       ;2020;11;20;18
421;425;Drowning in sorrow as memories of lost love resurface.            ; Heartbreak    ;5/08/2019 21:00; LostInLove      ; Instagram ; #Heartbreak #LostLove                    ;150;300; USA             ;2019;8;5;21
422;426;Numbness sets in as the weight of loneliness grows heavier.       ; Loneliness    ;12/02/2021 16:45; SolitudeSeeker ; Twitter  ; #Loneliness #HeavyHeart                  ;180;350; Canada          ;2021;2;12;16
423;427;Tears fall like raindrops, mourning the end of a cherished friendship. ; Grief      ;28/11/2020 14:20; FriendshipsEnd  ; Facebook ; #Grief #LostFriendship                  ;220;450; UK              ;2020;11;28;14
424;428;Despair clouds the mind, feeling adrift in an endless sea of darkness. ; Despair   ;15/05/2016 22:30; LostInDarkness  ; Instagram ; #Despair #EndlessDarkness               ;280;550; Australia        ;2016;5;15;22
425;429;Shattered by betrayal, trust crumbles like fragile glass.          ; Betrayal      ;10/09/2018 13:15; BrokenTrust     ; Twitter  ; #Betrayal #ShatteredTrust               ;220;450; Germany         ;2018;9;10;13
426;430;Aching heart, the symphony of pain plays in the silence of solitude. ; Suffering ;20/03/2022 19:30; SilentSufferer  ; Facebook ; #Suffering #HeartacheSymphony          ;250;500; Brazil          ;2022;3;20;19
427;431;Emotional storm, a whirlwind of sadness engulfs every thought.    ; EmotionalStorm ;18/07/2017 17:45; StormyFeelings  ; Instagram ; #EmotionalStorm #SadnessWhirlwind      ;300;600; India          ;2017;7;18;17
428;432;Haunted by regrets, the ghost of the past lingers relentlessly.   ; Regret        ;15/12/2018 10:00; LingeringGhost  ; Twitter  ; #Regret #HauntedPast                    ;180;350; France         ;2018;12;15;10
429;433;Torn apart by grief, the echoes of loss reverberate through the soul. ; Grief      ;28/06/2015 21:15; EchoesOfLoss    ; Facebook ; #Grief #TornApart                       ;280;550; Italy         ;2015;6;28;21
430;434;Isolation deepens, an emotional winter where warmth is but a distant memory. ; Isolation ;2/04/2020 14:20; WinterOfEmotions ; Instagram ; #Isolation #EmotionalWinter            ;350;700; Japan       ;2020;4;2;14
431;435;Soul-crushing disappointment, hopes shattered like fragile glass. ; Disappointment ;8/10/2019 18:30; ShatteredHopes  ; Twitter  ; #Disappointment #CrushedHopes          ;200;400; Spain        ;2019;10;8;18
432;436;Painful echoes of a love once cherished, now lost in the abyss of time. ; LostLove ;22/11/2016 9:45; AbyssOfTime     ; Facebook ; #LostLove #PainfulEchoes               ;220;450; Netherlands  ;2016;11;22;9
433;437;Heartache deepens, a solitary journey through the abyss of despair. ; Despair   ;18/08/2022 22:00; SolitaryDescent ; Instagram ; #Despair #AbyssOfHeartache             ;400;800; South Africa ;2022;8;18;22
434;438;Melancholy lingers, a bittersweet serenade in the quietude of solitude. ; Melancholy ;12/03/2017 23:30; SerenadeOfSolitude ; Twitter ; #Melancholy #QuietSerenade             ;180;350; UK         ;2017;3;12;23
435;439;Bitterness like a poison, seeping into every crevice of the wounded heart. ; Bitterness ;15/12/2015 16:15; PoisonedHeart   ; Facebook ; #Bitterness #WoundedHeart              ;250;500; Australia   ;2015;12;15;16
436;440;Emotional exhaustion, the weight of the world crushing weary shoulders. ; Exhaustion ;5/09/2021 13:30; WearySoulCrushed ; Instagram ; #Exhaustion #CrushedSpirit             ;350;700; Canada     ;2021;9;5;13
437;441;Sorrowful echoes, a symphony of pain played by the strings of loss. ; Sorrow      ;22/05/2018 20:45; StringsOfSorrow ; Twitter  ; #Sorrow #SymphonyOfLoss                ;180;350; Germany     ;2018;5;22;20
438;442;Darkness descends, engulfing the soul in the shadows of despair.  ; Darkness     ;10/07/2016 18:20; SoulInShadow    ; Facebook ; #Darkness #SoulEngulfed                 ;280;550; USA         ;2016;7;10;18
439;443;Desperation whispers, the silent plea for a glimmer of hope in the abyss. ; Desperation ;30/04/2019 14:00; WhisperedDespair ; Instagram ; #Desperation #GlimmerOfHope            ;220;450; France    ;2019;4;30;14
440;444;Heart in ruins, the remnants of shattered dreams scattered in the wind. ; Ruins      ;8/01/2022 11:30; DreamsInWind    ; Twitter  ; #Ruins #ShatteredDreams                ;200;400; Brazil     ;2022;1;8;11
441;445;Shattered by the echoes of a shattered dream, fragments of hope scattered. ; Desolation ;10/09/2017 19:15; DreamEchoes ; Twitter ; #Desolation #ScatteredHope ;200;400; Australia ;2017;9;10;19
442;446;Avoiding the thorns of regret, walking barefoot on the path of remorse. ; Regret ;18/04/2022 11:30; RemorseWalker ; Instagram ; #Regret #PathOfRemorse ;250;500; Canada ;2022;4;18;11
443;447;In the labyrinth of grief, the walls echo with the footsteps of lost joy. ; Grief ;5/12/2018 21:45; JoyLabyrinth ; Facebook ; #Grief #LostJoyFootsteps ;180;350; USA ;2018;12;5;21
444;448;A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ; Loneliness ;28/06/2016 14:20; SolitudeSeas ; Twitter ; #Loneliness #CrashingWaves ;220;450; UK ;2016;6;28;14
445;449;The bitterness of betrayal, a taste that lingers, staining the palate of trust. ; Bitterness ;22/10/2019 17:00; PalateStainer ; Instagram ; #Bitterness #StainedTrust ;150;300; Germany ;2019;10;22;17
446;450;In the ruins of hope, echoes of shattered dreams whisper tales of loss. ; Desolation ;15/03/2021 22:45; HopeRuins ; Facebook ; #Desolation #WhisperedLoss ;280;550; Brazil ;2021;3;15;22
447;451;Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ; Heartbreak ;10/08/2017 19:30; OceanSinker ; Twitter ; #Heartbreak #RippleOfDespair ;220;450; France ;2017;8;10;19
448;452;Tears, the ink staining the pages of a journal, a testament to silent grief. ; Grief ;28/01/2023 14:30; InkJournalist ; Instagram ; #Grief #SilentTears ;300;600; India ;2023;1;28;14
449;453;In the wasteland of lost trust, the echoes of broken promises reverberate. ; Betrayal ;12/12/2016 10:00; TrustWasteland ; Facebook ; #Betrayal #ReverberatingPromises ;250;500; Italy ;2016;12;12;10
450;454;Avoiding the shards of shattered dreams, walking the tightrope of resilience. ; Resilience ;18/07/2020 15:15; DreamTightrope ; Twitter ; #Resilience #TightropeWalk ;350;700; Japan ;2020;7;18;15
451;455;Suffocating in the silence of solitude, where echoes of laughter once thrived. ; Isolation ;20/05/2022 20:30; EchoedLaughter ; Instagram ; #Isolation #SilentSolitude ;300;600; South Africa ;2022;5;20;20
452;456;Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ; Regret ;8/11/2019 14:45; PossibilityGhost ; Twitter ; #Regret #FadingPossibilities ;180;350; Spain ;2019;11;8;14
453;457;In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ; Despair ;28/03/2017 22:00; EndlessLabyrinth ; Facebook ; #Despair #EndlessReverberation ;280;550; Australia ;2017;3;28;22
454;458;Sinking like autumn leaves in the river of sorrow, carried away by the current. ; Sorrow ;15/09/2020 18:15; RiverOfSorrow ; Instagram ; #Sorrow #AutumnLeaves ;220;450; Canada ;2020;9;15;18
455;459;In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ; Desolation ;10/06/2018 13:30; DreamGardener ; Twitter ; #Desolation #ShatteredHopes ;200;400; UK ;2018;6;10;13
456;460;Tears, the currency of grief, spent in the marketplace of lost love and longing. ; Grief ;22/12/2016 21:45; CurrencyOfTears ; Facebook ; #Grief #LostLoveLonging ;250;500; USA ;2016;12;22;21
457;461;Wandering in the maze of betrayal, the walls closing in with every wrong turn. ; Betrayal ;5/01/2021 16:20; MazeWanderer ; Instagram ; #Betrayal #ClosingWalls ;150;300; Germany ;2021;1;5;16
458;462;A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ; Heartbreak ;18/04/2019 11:00; StormSeeker ; Twitter ; #Heartbreak #CalmAfterStorm ;220;450; Brazil ;2019;4;18;11
459;463;In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ; Despair ;28/08/2017 19:30; TapestrySorrow ; Facebook ; #Despair #UnraveledHope ;180;350; India ;2017;8;28;19
460;464;Like a withered rose in the garden of love, petals fall, a silent surrender to time. ; Loss ;10/02/2023 14:30; WitheredRose ; Instagram ; #Loss #SilentSurrender ;280;550; France ;2023;2;10;14
461;465;In the void of heartache, echoes of a love song play, each note a pang of longing. ; Heartache ;10/07/2022 22:15; LoveSongEcho ; Instagram ; #Heartache #LoveSongLonging ;300;600; Japan ;2022;7;10;22
462;466;Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ; Nostalgia ;15/05/2019 21:30; MoonlitMemories ; Twitter ; #Nostalgia #CherishedMemories ;180;350; Italy ;2019;5;15;21
463;467;In the symphony of grief, each tear is a note, composing a melancholic melody. ; Grief ;28/11/2018 14:00; SymphonyOfTears ; Facebook ; #Grief #MelancholicMelody ;220;450; Germany ;2018;11;28;14
464;468;Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ; Betrayal ;2/03/2021 17:45; VenomousGarden ; Instagram ; #Betrayal #PoisonedTrust ;250;500; Canada ;2021;3;2;17
465;469;Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ; Despair ;18/10/2016 19:30; QuicksandFighter ; Twitter ; #Despair #DeepDescent ;200;400; USA ;2016;10;18;19
466;470;Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ; Desolation ;15/08/2020 12:30; DreamCemetery ; Facebook ; #Desolation #UntoldSorrows ;280;550; France ;2020;8;15;12
467;471;Swept away by the river of regret, the currents of the past refusing to release. ; Regret ;28/04/2017 16:20; RegretRiver ; Instagram ; #Regret #PastCurrents ;180;350; UK ;2017;4;28;16
468;472;Whispers of lost love linger in the attic of the heart, forgotten but not erased. ; Loss ;10/09/2019 21:00; HeartAttic ; Twitter ; #Loss #ForgottenLove ;220;450; Australia ;2019;9;10;21
469;473;In the gallery of broken promises, each shattered vow framed, a painful exhibition. ; Betrayal ;28/01/2022 13:45; PromiseGallery ; Facebook ; #Betrayal #ShatteredVows ;150;300; Brazil ;2022;1;28;13
470;474;The echoes of solitude, a silent conversation between a soul and its shadows. ; Solitude ;15/06/2016 22:30; EchoedConversation ; Instagram ; #Solitude #ShadowConversation ;300;600; Spain ;2016;6;15;22
471;475;Dancing on sunshine, each step a celebration of the joy found in simple moments. ; Joy ;20/08/2021 15:45; SunshineDancer ; Instagram ; #Joy #SimpleMoments ;400;800; USA ;2021;8;20;15
472;476;Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ; Happiness ;12/04/2018 18:30; EchoedLaughter ; Twitter ; #Happiness #SpiritLifter ;350;700; Canada ;2018;4;12;18
473;477;In the garden of contentment, each bloom whispers tales of inner peace and joy. ; Contentment ;15/02/2022 12:20; GardenOfJoy ; Facebook ; #Contentment #InnerPeace ;250;500; UK ;2022;2;15;12
474;478;Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ; Enthusiasm ;28/10/2019 14:15; DreamChaser ; Instagram ; #Enthusiasm #HopefulJourney ;300;600; Australia ;2019;10;28;14
475;479;Serenading the stars with a heart full of gratitude, a melody of thankfulness. ; Gratitude ;22/12/2017 21:00; StarSerenader ; Twitter ; #Gratitude #ThankfulMelody ;220;450; India ;2017;12;22;21
476;480;Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ; Accomplishment ;10/06/2020 17:30; GlowAchiever ; Facebook ; #Accomplishment #HappinessMilestone ;280;550; Germany ;2020;6;10;17
477;481;In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ; Positivity ;18/09/2016 19:45; DanceHarmony ; Instagram ; #Positivity #SoulUpliftment ;180;350; France ;2016;9;18;19
478;482;Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ; Joy ;10/03/2023 14:30; LaughterCup ; Twitter ; #Joy #CherishedMoment ;200;400; Japan ;2023;3;10;14
479;483;Draped in the warmth of kindness, a quilt of compassion stitched with love. ; Kindness ;5/05/2019 12:15; QuiltedCompassion ; Facebook ; #Kindness #LoveStitches ;250;500; Brazil ;2019;5;5;12
480;484;In the garden of friendships, each bloom a testament to the beauty of camaraderie. ; Friendship ;28/08/2018 16:00; FriendshipGarden ; Instagram ; #Friendship #CamaraderieBlooms ;300;600; South Africa ;2018;8;28;16
481;485;In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ; Love ;15/11/2022 20:45; MelodyOfLove ; Twitter ; #Love #RhythmOfAffection ;350;700; USA ;2022;11;15;20
482;486;Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ; Joy ;2/07/2019 17:00; ColorfulLaughter ; Instagram ; #Joy #EndlessSmiles ;400;800; Canada ;2019;7;2;17
483;487;In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ; Excitement ;18/04/2021 14:20; SymphonyFervor ; Facebook ; #Excitement #IgnitedSoul ;300;600; UK ;2021;4;18;14
484;488;A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ; Surprise ;5/02/2023 19:30; WrappedDelight ; Twitter ; #Surprise #WonderfulMoment ;250;500; Australia ;2023;2;5;19
485;489;Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ; Curiosity ;22/09/2018 12:45; MazeDiscovery ; Instagram ; #Curiosity #TreasuresOfDiscovery ;220;450; India ;2018;9;22;12
486;490;Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ; Gratitude ;10/12/2016 21:15; CloudsOfBlessings ; Facebook ; #Gratitude #ShowerOfThankfulness ;280;550; Germany ;2016;12;10;21
487;491;Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ; Inspiration ;28/05/2020 16:00; CometCreativity ; Twitter ; #Inspiration #BrilliantTrails ;180;350; France ;2020;5;28;16
488;492;In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ; Success ;15/11/2017 22:30; FireworksTriumph ; Instagram ; #Success #NightSkyTriumph ;220;450; Japan ;2017;11;15;22
489;493;A symphony of laughter, each note a key to unlocking the door of boundless happiness. ; Happiness ;2/08/2021 19:00; LaughterSymphony ; Facebook ; #Happiness #BoundlessLaughter ;300;600; Brazil ;2021;8;2;19
490;494;In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ; Thrill ;28/03/2019 15:30; EmotionCarnival ; Instagram ; #Thrill #WildHeartRide ;350;700; South Africa ;2019;3;28;15
491;495;Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ; Reflection ;12/05/2018 17:30; ParisDreamer ; Twitter ; #Reflection #ParisianDreams ;280;550; France ;2018;5;12;17
492;496;Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ; Enchantment ;28/09/2022 15:45; DisneylandExplorer ; Instagram ; #Enchantment #ChildhoodFantasies ;300;600; USA ;2022;9;28;15
493;497;Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ; Excitement ;10/11/2019 14:00; FerrariSpeedster ; Facebook ; #Excitement #SymphonyOfSpeed ;220;450; Italy ;2019;11;10;14
494;498;Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ; Joy ;2/04/2021 18:20; KeukenhofAdventurer ; Instagram ; #Joy #SpringtimeColors ;350;700; Netherlands ;2021;4;2;18
495;499;Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ; Exploration ;22/08/2017 21:30; KyotoAdventurer ; Twitter ; #Exploration #JapaneseTraditions ;180;350; Japan ;2017;8;22;21
496;500;In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ; Awe ;15/06/2020 16:45; CanyonMarveler ; Instagram ; #Awe #EarthsGrandeur ;250;500; USA ;2020;6;15;16
497;501;Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ; Serenity ;10/09/2016 19:15; SantoriniTraveler ; Facebook ; #Serenity #SunsetHues ;220;450; Greece ;2016;9;10;19
498;502;Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ; Amazement ;28/01/2023 13:00; PetraExplorer ; Twitter ; #Amazement #AncientTales ;300;600; Jordan ;2023;1;28;13
499;503;Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ; Romance ;18/04/2019 16:30; VeniceRomantic ; Instagram ; #Romance #TimelessCity ;200;400; Italy ;2019;4;18;16
500;504;At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ; Awe ;5/11/2017 22:00; MachuPicchuAdventurer ; Facebook ; #Awe #AncientCivilizations ;280;550; Peru ;2017;11;5;22
501;505;In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ; Excitement ;20/07/2022 21:45; TimesSquareExplorer ; Instagram ; #Excitement #UrbanEnergy ;350;700; USA ;2022;7;20;21
502;506;Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ; Captivation ;15/03/2018 17:30; ColosseumAdventurer ; Twitter ; #Captivation #GladiatorTales ;250;500; Italy ;2018;3;15;17
503;507;Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ; Serenity ;28/10/2019 14:15; MaldivesSailor ; Facebook ; #Serenity #ParadiseWhispers ;220;450; Maldives ;2019;10;28;14
504;508;In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ; Wonder ;10/06/2021 16:00; AmazonExplorer ; Instagram ; #Wonder #NatureOrchestra ;300;600; Brazil ;2021;6;10;16
505;509;Walking the Great Wall of China, each step a testament to ancient engineering marvels. ; Awe ;18/08/2017 19:30; GreatWallWalker ; Twitter ; #Awe #EngineeringMarvels ;180;350; China ;2017;8;18;19
506;510;At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ; Accomplishment ;15/04/2020 5:30; FujiSummitAchiever ; Facebook ; #Accomplishment #SunriseHues ;280;550; Japan ;2020;4;15;5
507;511;Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ; Exploration ;22/11/2016 13:00; AngkorWatAdventurer ; Instagram ; #Exploration #KhmerStories ;200;400; Cambodia ;2016;11;22;13
508;512;Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ; Adventure ;10/01/2019 14:45; AlpsSkiAdventurer ; Twitter ; #Adventure #SnowPeakDance ;220;450; Switzerland ;2019;1;10;14
509;513;In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ; Tranquility ;28/02/2023 16:20; KyotoBambooSeeker ; Facebook ; #Tranquility #ZenWisdom ;250;500; Japan ;2023;2;28;16
510;514;Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ; Grandeur ;28/05/2018 18:30; NorwayFjordExplorer ; Instagram ; #Grandeur #IcyMasterpiece ;220;450; Norway ;2018;5;28;18
511;515;At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ; Emotion ;15/09/2022 20:00; AdeleConcertGoer ; Instagram ; #Emotion #AdeleConcert ;400;800; USA ;2022;9;15;20
512;516;Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ; Energy ;28/07/2019 21:30; BeyonceDancer ; Twitter ; #Energy #BeyonceConcert ;350;700; USA ;2019;7;28;21
513;517;In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ; Enchantment ;10/05/2021 19:45; SwiftieDreamer ; Facebook ; #Enchantment #TaylorSwift ;300;600; USA ;2021;5;10;19
514;518;Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ; Nostalgia ;2/12/2018 22:15; QueenTributeFan ; Instagram ; #Nostalgia #QueenTribute ;220;450; UK ;2018;12;2;22
515;519;Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ; Serenity ;18/08/2020 19:00; SheeranMelodyLover ; Twitter ; #Serenity #EdSheeranConcert ;180;350; UK ;2020;8;18;19
516;520;Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ; Joy ;28/03/2017 20:30; MarsJoyExplorer ; Facebook ; #Joy #BrunoMars ;280;550; USA ;2017;3;28;20
517;521;At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ; Celebration ;15/01/2022 21:15; MJTributeDancer ; Instagram ; #Celebration #MJTribute ;250;500; USA ;2022;1;15;21
518;522;Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ; Charm ;10/06/2019 18:45; SinatraCharmListener ; Twitter ; #Charm #SinatraTribute ;220;450; USA ;2019;6;10;18
519;523;In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ; Ecstasy ;20/03/2023 22:30; MetallicaMoshWarrior ; Facebook ; #Ecstasy #MetallicaConcert ;350;700; USA ;2023;3;20;22
520;524;Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ; Hope ;28/11/2016 19:00; ColdplayHopeSeeker ; Instagram ; #Hope #ColdplayMagic ;300;600; UK ;2016;11;28;19
521;525;At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ; Enthusiasm ;5/08/2018 20:00; BieberDanceEnthusiast ; Instagram ; #Enthusiasm #JustinBieber ;400;800; Canada ;2018;8;5;20
522;526;In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ; Creativity ;15/04/2021 21:30; GagaArtisticChameleon ; Twitter ; #Creativity #LadyGaga ;350;700; USA ;2021;4;15;21
523;527;Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ; Emotion ;28/11/2019 19:45; AdeleMelodyTearjerker ; Facebook ; #Emotion #AdeleMelodies ;300;600; UK ;2019;11;28;19
524;528;Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ; Colorful ;22/06/2020 22:00; KatyPerryColorExplosion ; Instagram ; #Colorful #KatyPerry ;220;450; USA ;2020;6;22;22
525;529;In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ; Pride ;10/09/2017 20:15; JayZEmpireListener ; Twitter ; #Pride #JayZAnthem ;180;350; USA ;2017;9;10;20
526;530;Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ; Hypnotic ;28/02/2022 21:15; ShakiraHipsDancer ; Facebook ; #Hypnotic #ShakiraRhythms ;280;550; Colombia ;2022;2;28;21
527;531;At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ; Connection ;15/05/2016 19:30; U2ConnectionSeeker ; Instagram ; #Connection #U2Anthem ;250;500; Ireland ;2016;5;15;19
528;532;Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ; Iconic ;10/12/2018 22:30; GunsNRosesRiffRockstar ; Twitter ; #Iconic #GNRConcert ;220;450; USA ;2018;12;10;22
529;533;In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ; Euphoria ;22/01/2023 20:00; ArianaEuphoriaChaser ; Facebook ; #Euphoria #ArianaGrande ;350;700; USA ;2023;1;22;20
530;534;Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ; Journey ;5/03/2020 18:45; MarleyReggaeTraveler ; Instagram ; #Journey #BobMarleyTribute ;300;600; Jamaica ;2020;3;5;18
531;535;Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ; Excitement ;12/10/2018 20:00; MovieEnthusiastPremiereAttendee ; Twitter ; #Excitement #MoviePremiereThrills ;400;800; USA ;2018;10;12;20
532;536;As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ; Nostalgia ;25/06/2019 22:15; FilmLoverNostalgiaSeeker ; Instagram ; #Nostalgia #ClassicFilmMoments ;350;700; UK ;2019;6;25;22
533;537;Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ; Engagement ;8/07/2020 19:30; WebSeriesViewerCharacterConnection ; Facebook ; #Engagement #WebSeriesJourney ;300;600; Canada ;2020;7;8;19
534;538;At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ; Pride ;18/09/2017 21:45; IndieFilmmakerFestivalSuccess ; Twitter ; #Pride #IndieFilmSuccess ;220;450; Australia ;2017;9;18;21
535;539;Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ; Touched ;15/01/2021 18:00; DramaEnthusiastHeartwarmingMoments ; Instagram ; #Touched #FamilyDramaMoments ;280;550; India ;2021;1;15;18
536;540;At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ; Gratitude ;28/02/2016 20:30; AwardWinningActorOscarsRecipient ; Facebook ; #Gratitude #OscarWinningMoment ;180;350; USA ;2016;2;28;20
537;541;Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ; Inspiration ;20/04/2022 17:30; DocumentaryEnthusiastHiddenGemFinder ; Twitter ; #Inspiration #HiddenGemDiscovery ;220;450; France ;2022;4;20;17
538;542;As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ; Contemplation ;5/11/2019 21:15; FilmBuffContemplativeViewer ; Instagram ; #Contemplation #DeepMeanings ;280;550; Germany ;2019;11;5;21
539;543;Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ; Suspense ;12/07/2015 22:00; CrimeSeriesEnthusiastThrillSeeker ; Facebook ; #Suspense #CrimeSeriesThrills ;350;700; Japan ;2015;7;12;22
540;544;As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ; Satisfaction ;10/09/2020 19:45; FilmCriticSatisfactionSeeker ; Twitter ; #Satisfaction #FulfillingEnding ;220;450; Brazil ;2020;9;10;19
541;545;Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ; Joy ;15/07/2018 21:30; FootballFanWorldCupCelebration ; Instagram ; #Joy #WorldCupTriumph ;400;800; Brazil ;2018;7;15;21
542;546;At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ; Inspiration ;8/08/2020 19:45; OlympicsEnthusiastGoldMedalWinner ; Twitter ; #Inspiration #OlympicAchievement ;350;700; USA ;2020;8;8;19
543;547;In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ; Excitement ;25/06/2019 22:15; CricketFanChampionshipThrills ; Facebook ; #Excitement #CricketChampionship ;300;600; India ;2019;6;25;22
544;548;Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ; Admiration ;7/11/2021 17:30; MarathonSpectatorRecordBreaking ; Instagram ; #Admiration #MarathonRecords ;220;450; Kenya ;2021;11;7;17
545;549;In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage. ; Captivation ;10/09/2017 20:15; TennisEnthusiastGrandSlamDrama ; Twitter ; #Captivation #TennisRivalry ;280;550; UK ;2017;9;10;20
546;550;Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ; Triumph ;20/06/2022 21:00; BasketballFanUnderdogTriumph ; Facebook ; #Triumph #BasketballFinals ;180;350; USA ;2022;6;20;21
